patient	MB-0395	MB-4716	MB-5408	MB-3371	MB-2953	MB-2513	MB-3706	MB-2616	MB-3363	MB-7250	MB-4836	MB-2643	MB-6346
category	diespre60	aliveafter72	aliveafter72	aliveafter72	diespre60	diespre60	diespre60	aliveafter72	diespre60	diespre60	diespre60	diespre60	aliveafter72
AW976117	5.350852714	5.375798695	5.418697477	5.293828985	5.412250633	5.377856146	5.488817092	5.428155165	5.163441816	5.12690942	5.384394869	5.32683122	5.406672548
C10orf92	5.513902385	5.608610426	5.644678279	5.688288421	5.461146338	5.569343382	5.571913677	5.498318489	6.289808421	5.516202075	6.135946945	5.493392977	5.671438539
DHX58	8.496450203	8.568750188	7.481974264	7.09311353	7.538717698	7.262200241	7.358211563	7.011048609	7.984236271	7.193580859	8.399332743	7.498507965	8.620985956
DB157938	5.521487639	5.448455949	5.211910016	5.663463962	5.551410048	5.314069852	5.595656666	5.489099402	5.500317224	5.464504508	5.988955736	5.397044941	5.514305283
FAM103A1	6.852648901	6.767926573	6.902803584	8.151696902	8.004063811	7.797361006	7.904421201	8.24226365	7.226912361	6.789818437	7.128815612	7.814171579	6.836277061
DHRS7	10.87210896	9.638096034	9.918761386	9.896430465	9.856702714	10.35354491	10.84231384	10.18265078	10.44478775	10.09476883	9.942626012	10.00594963	9.561257524
CHST3	6.151801223	6.621099908	6.969918764	6.105817552	6.742988517	6.80871239	8.709926344	7.225918341	8.134510881	7.016441179	7.708615908	6.896997529	6.536308854
OMP	5.187405945	5.261861237	5.225817574	5.112515017	5.012589919	5.235049946	5.052088843	4.925423505	5.234606213	5.189036567	5.187356729	5.076772999	5.068402951
DOK1	5.715656753	5.537213489	5.390828351	5.775348057	5.2979406	5.421753318	5.538048272	5.497765444	5.607191663	5.166544097	5.389056433	5.699290232	5.407260113
GLB1L2	5.634480507	5.880510053	6.502737635	6.752513769	6.097384128	6.944603204	6.378675775	6.13862621	6.377044033	6.650301768	5.413548397	5.226644647	7.801351629
LOX	7.552994161	6.583929343	7.347790331	6.601884067	7.388537139	7.168157477	7.567630199	7.979478231	11.53857681	7.05132598	6.730729747	8.393202735	6.191867531
DKFZp686D0853	5.815633504	5.081348496	5.280630258	5.310825728	5.322118751	5.627038796	5.32958779	5.56043698	5.268783438	5.521348626	5.375438479	5.335294965	5.269297151
HEBP2	9.931988052	8.686185682	9.17039331	10.37554914	10.18283231	10.61972551	9.776428278	10.6844852	9.962057269	9.168992075	9.790927102	9.488621554	10.13043318
CA503019	5.205044695	5.239969163	5.008384742	5.38956991	5.385089644	5.474973621	5.38579979	5.427290251	5.249547366	5.266367994	5.207305006	5.37039355	5.522716858
EL949448	5.385496877	5.188102442	5.104820243	5.362456697	5.133840714	5.241734648	4.964777108	5.064337783	5.012289014	5.350169848	5.072431578	5.189476662	5.427939043
AF052103	5.483309228	5.564100614	5.777705986	5.57496877	5.654411425	5.393980509	5.429349175	5.542833757	5.503106589	5.615579715	5.771944181	5.500011453	5.377262126
4-Mar	5.596167912	5.443704284	5.001697019	5.233248514	5.372677556	5.405837883	5.450295716	5.42115356	5.272839243	5.325131096	6.157156407	5.284453871	5.469166903
AIG1	6.891302436	7.261804368	7.239603058	7.655856589	8.368490184	7.49908267	7.417859583	8.292062647	7.564746345	7.642950256	7.313132571	7.960792162	8.232597797
C20orf29	7.840147653	7.46428249	7.119223012	6.789520058	6.930701278	7.406411618	7.06054238	6.616294361	6.371035164	7.322622294	7.029742496	7.303533057	7.429395143
LY49L	5.38470618	5.703433173	5.539679477	5.713761614	5.655372426	5.567622898	5.223114713	5.556424695	5.684506269	5.359993973	5.513460284	5.808295635	5.444938266
KLHL30	5.302845426	5.298337721	5.323598845	5.401099805	5.520477519	5.290530564	6.56198796	5.545569197	5.906138511	5.530484521	5.443747349	5.445966904	5.304042863
C3orf52	5.732738044	6.218387835	6.750788315	6.625574899	5.600911249	5.613970068	6.378629609	6.015287758	5.790096336	6.546390861	6.279771221	5.408236296	7.097326138
ZBED2	5.508640457	5.728985885	7.301827502	5.430501844	5.459251118	5.65294082	5.107796525	5.163156496	5.491919692	6.656287262	5.457138125	5.234247991	5.334710616
LIX1L	6.238929901	6.405460534	7.171773655	6.35660126	6.759780969	6.708424296	6.541976125	7.002069708	5.916230646	6.595599303	6.564860982	7.203848382	6.075436521
BU507485	5.406167072	5.542211897	5.607505169	5.527054109	5.491609713	5.548321916	5.586445958	5.550720295	5.319420805	5.648814712	5.717728679	5.324985364	5.582350683
ITGB4	10.45317434	7.810870438	6.552027197	8.210030588	6.536366989	6.63611164	9.154691911	7.428965195	7.452589837	7.644979318	6.747832337	5.951289794	8.407339261
FAM46A	9.601989462	9.675177841	9.88549532	8.026017536	9.338279178	9.576586357	9.071166542	9.86338275	10.14596671	9.738092324	10.41228519	10.53618413	11.71129612
PKD1	6.886325975	7.491002884	6.951423304	6.80066026	7.091652938	6.711323327	6.487960576	6.585866963	7.067146331	6.939846343	7.936451503	7.409801076	7.072977312
CHMP1B	9.413150299	8.293188499	8.331126883	8.601187346	8.814688217	8.53233191	9.268608344	9.241742441	9.065596525	8.397813798	8.148238953	8.82267411	8.21931792
LOC100507466	5.357187536	5.491639556	5.365723931	5.372102239	5.533208423	5.557975629	5.441207424	5.468686358	4.944426101	5.802460989	5.406836333	5.494044757	5.321602448
COL6A4P2	5.407130483	5.275835225	5.196911091	5.476935516	5.391074701	5.562774669	5.485848962	5.368750058	5.566613978	5.449909159	5.446445665	5.405111859	5.378604068
BX091872	5.308493004	5.336934633	5.089957459	5.246894562	5.220028786	5.373545222	5.355897989	5.241859699	5.320112345	5.261730533	5.526303095	5.074104811	5.291579033
SSX6	5.624359414	5.301356264	5.484847936	5.396032048	5.438518243	5.59843627	5.380649885	5.533243242	5.527133029	5.23658467	5.467517086	5.402806212	5.173097267
WNK3	5.454805976	5.42105539	5.397136847	5.531207767	5.597079298	5.465210585	5.544238501	5.711123458	5.678887255	5.48280144	5.463618763	5.737100499	5.183722421
JAK2	6.584512077	6.337600055	6.818119984	5.969402998	6.243637288	6.19877325	7.207099447	6.267447612	5.878444105	6.197718523	5.792069788	6.484831449	6.566216349
BF508586	5.371570889	5.592750441	5.60593015	5.405456863	5.317788882	5.27333679	5.273345932	5.415557666	5.331638643	5.516241771	5.464910412	5.371953492	5.547097102
PMF1	6.729572238	6.815587562	6.415384404	7.403896089	7.069975295	6.912815735	6.690339101	7.108743091	7.059933316	6.895608257	6.561691662	6.915280905	7.363372337
LOC100129408	5.065749908	5.196158038	5.394650514	5.55620384	5.285408147	5.446336944	5.334932666	5.328744039	5.550678062	5.365676152	5.218766154	5.454705223	5.67261717
MTFMT	6.727184275	6.71727592	6.623385514	6.800804446	6.976246737	7.005250397	6.395737854	6.856726358	6.796340769	6.564317675	6.265860447	6.979708668	6.612628386
DB337022	5.370817586	5.220267577	5.412753239	5.158452883	5.116318461	4.981447743	5.294509676	5.43180056	5.393073254	5.526999339	5.511725359	5.496859771	5.50717858
FBXW8	7.323850524	6.673835095	7.118709008	7.57318055	7.43846194	7.106125253	7.037973228	7.771086408	6.662896499	6.897551324	6.196016752	7.304449879	6.730666081
CB306770	5.762781461	5.534914268	5.280919927	5.383761039	5.350534081	5.4145788	5.64324316	5.419513388	5.184666443	5.586030201	5.71193784	5.558133473	5.462907876
KIF3A	5.230678577	5.451230861	5.417307414	5.487618057	5.492674532	5.369683378	5.066057824	5.451411313	5.474223672	5.266119897	5.506394976	5.173806342	5.706717467
LILRA5	6.712524091	6.643314627	7.730054524	6.096544181	6.948128091	7.374008573	7.538636468	5.912706302	6.794848361	6.90258911	6.16832035	8.614184423	6.590009528
AW292167	5.031273349	5.394999304	5.178726844	5.29049547	5.329466975	5.212114676	5.547899088	5.361632115	5.301892111	5.229861906	5.305966124	5.344070869	5.413113431
MST4	8.144816987	7.560807767	7.985136492	6.564019872	8.652007183	8.660634194	8.407227431	8.339692036	5.814315848	7.070775971	7.199102602	7.352868949	7.5892032
GATM	9.374956389	6.12701127	7.355020592	7.14286573	6.80795185	6.289471635	6.123088066	7.130193473	6.286962892	6.743897625	5.719195427	7.087829109	6.024608595
SLAMF9	5.416218248	5.770132601	5.770754243	5.580711456	5.410136486	5.776806046	5.454430141	5.638632925	5.574332399	5.722612683	5.165438268	7.081740247	5.436277842
CDAN1	6.845073557	7.627132946	6.964197677	7.259364399	7.004998022	6.831516055	6.345846666	6.797270705	7.331662621	7.098992452	8.120732642	6.972421423	6.715420053
DEFB110	5.20753258	5.396811382	5.352525035	5.354874108	5.559032488	5.337727855	5.385699116	5.547213307	5.515048883	5.182723526	5.514258805	5.240781442	5.404015045
ZNF266	6.143781577	6.889196558	6.368678086	6.4414045	6.319378882	6.203455958	5.60133841	6.655732675	6.629618752	6.263869347	6.448522572	6.784154966	6.38074009
AI830489	5.190843401	5.403337751	5.281682131	5.265385151	5.112691716	5.327242966	5.389801181	5.131106246	5.490820267	5.268279336	5.412979917	5.333597888	5.210705175
ATF6B	5.825177062	5.644744633	5.56203647	5.791388636	5.735245421	5.629926682	5.567175282	5.656217369	5.67429706	5.566319627	5.525226505	5.71193784	5.638864228
OSBPL8	6.889638369	6.720230149	7.259273254	7.398358359	7.776988444	7.710165909	7.825704656	8.287317604	7.106948319	6.484556659	6.014161242	8.087804305	7.388118791
PLPL	5.372925431	5.367534041	5.326715425	5.358620316	5.341118747	5.593563186	5.507880502	5.398129238	5.531214324	5.42139142	5.438793472	5.384598335	5.581325874
H3F3A	7.982891045	8.180000448	7.056251805	10.10823831	9.288303119	8.919992704	9.07707487	10.00458256	10.40989149	7.884517079	7.778266719	8.486117372	8.927644485
TMEM110	5.856659732	5.968360723	5.833018285	5.503798041	6.175027143	6.408637714	5.429858921	6.19317195	5.667425306	5.930258142	6.495982249	6.011601769	6.05685691
SGK3	6.679966123	7.473693586	7.25596241	11.33117043	7.637282868	7.632052251	7.993349778	8.421622967	7.962407212	6.848087644	7.293098792	8.150160463	7.173688235
DDX47	7.597276122	7.473569914	7.719061839	8.139780956	7.788076819	7.096362081	8.443725914	8.930077222	7.57471	7.848933368	6.724125752	7.890706478	7.233265707
TBXAS1	6.745867772	7.135322725	8.73362028	7.499188249	7.470873708	7.675188537	7.631952654	7.602798521	5.960055117	7.342357211	6.742493609	9.778331999	7.666601229
PRUNE2	5.890974506	5.476039082	6.673907952	5.783355732	6.475788907	6.632891325	6.155160155	6.573280863	6.514157849	5.990505662	5.622357143	6.68223563	6.297655895
CD245308	5.088077043	5.336241426	5.270102273	5.582792336	5.246890273	5.335939348	5.380494987	5.318154145	5.26592526	5.355064362	5.459213396	5.340810639	5.450635976
CA945161	5.466525641	5.338188635	5.459343557	5.671573561	5.439525148	5.437497298	5.532459763	5.504890413	5.375865159	5.355838018	5.364905424	5.489446695	5.397918718
CA431104	5.455665701	5.522516726	5.366864408	5.274192889	5.304499955	5.381175431	5.454873449	5.035808348	5.232789425	5.230549824	5.270131997	5.39226872	5.289653861
TBCK	7.641694918	7.902800283	7.299434271	8.529976804	7.815884781	7.605856386	7.337804807	7.985814202	7.603029581	7.740447665	7.672212269	7.916775487	7.92955629
SRSF2	10.39110097	11.36670583	10.67809554	10.94373127	11.22875282	10.61927607	10.65356867	10.59057569	11.39592788	10.28397628	10.79656403	10.93334506	10.71941663
TCEAL2	5.438032389	5.347043517	5.588942421	5.687684698	6.038800443	5.87940222	5.639375699	6.970393132	5.2754576	6.967674499	5.322444707	5.701053526	5.897468348
ZNF679	5.926301684	5.741426418	5.583110611	6.718014987	5.655086697	5.55110504	5.699915277	7.243443886	6.550027978	5.771405316	5.927994241	6.127574284	5.888026561
OR1F1	5.339770058	5.352177978	5.840382578	5.332189334	5.274466447	5.373282629	5.161502411	5.238429149	5.406308961	5.570081028	5.824094567	5.312741005	5.349958255
EMP1	9.499426859	9.96737311	9.941685237	10.65995053	10.38735854	10.22818363	11.18578417	10.79366172	9.793267473	9.402663372	9.460065155	11.02669312	8.246172488
NCF1	6.177920574	6.213291118	7.935624946	6.579256415	5.708762413	6.318873694	6.243177211	6.174976524	5.44397927	5.838147119	5.534728445	6.255749485	5.92125457
ZFC3H1	6.227257101	6.673846297	6.439698118	6.339039189	6.453166984	6.133576907	6.054761197	6.149627034	6.007035913	6.295291796	6.747904688	6.737636627	6.701370483
AA719949	5.441066918	5.549364285	5.479198313	5.422358065	5.55913688	5.49200024	5.491901896	5.429803436	5.645670905	5.324245593	5.587004587	5.502137648	5.431862308
CRYL1	7.104505436	7.185336974	7.31998186	6.388253197	6.85174815	8.391084374	6.975868678	7.508300533	7.399025947	7.816240844	6.66701512	7.656037712	6.930572566
LOC401321	5.433716797	5.755252622	5.787823236	5.553713123	5.638742791	5.870000814	6.219887611	5.691713059	5.639877137	5.550693511	5.786529244	5.727376613	5.741774247
CCDC106	6.19331609	8.144546828	7.613064624	8.746590979	7.348340348	8.308286218	6.838029997	7.877094731	8.437414851	6.737264159	10.00780916	7.968383331	8.799351052
BF513434	5.219662306	5.243231733	5.278140645	5.214727204	5.406450925	5.522453388	5.280277194	5.304546687	5.176070027	5.141061103	5.296479778	5.231422783	5.53474714
CDR2L	11.68089551	8.976202526	8.178314247	9.154185577	8.894168262	9.146763943	9.047597527	8.28062031	9.436038261	9.319836882	9.450612417	8.354582705	9.849958968
MEF2D	7.302221688	8.048234112	7.910743993	9.010191081	7.303491812	7.592768068	6.913911851	7.583643667	6.63977019	7.556246668	8.622528942	7.63288732	8.60817532
LIMD2	5.770588497	5.393079298	5.60726029	5.344569226	5.383355111	5.392495254	5.26386621	5.29885006	5.272083027	5.263371868	5.536130298	5.430336267	5.302848458
BM996458	5.077426015	5.250540694	4.995485619	5.233476716	5.062613881	5.341432292	5.330290987	4.879865907	5.250752131	5.376687873	5.188153947	5.311824669	5.331038809
OSR1	5.958452832	6.292224131	6.844920078	5.515420064	6.787981312	7.420075221	5.245346879	8.227035678	5.514186209	6.074052275	6.231533635	7.933656255	5.419819526
CD79A	6.712510611	8.535882434	9.992602209	8.307635572	6.603902486	7.797088246	6.902544164	7.614910667	5.869850703	8.719961128	7.585137113	5.958065121	5.604747825
NT5C3	10.25557617	9.947530744	8.806919283	9.143557173	9.928708674	9.925026088	9.331448731	8.971049332	10.12204249	9.956029142	9.224883757	8.259225827	8.756707984
BM715268	5.304834813	5.317651443	5.303838654	5.009339949	5.279894386	5.377669282	5.107603787	5.361299064	5.352142625	5.362176128	5.353742295	5.292528746	5.45765705
AI868141	5.209307819	5.407793137	5.541079304	5.186989228	5.130675378	5.332612628	5.170900131	5.274622691	5.183074233	5.164939469	5.132083872	5.125281682	5.23259221
PTPRO	5.982913082	6.242763074	6.894855741	6.302539874	6.853586931	6.67575706	6.592969124	6.207976763	5.527970588	6.28005406	5.532465685	8.416547776	6.127631052
HARS	9.705779673	9.689747338	9.350366786	9.01642679	9.64185338	9.28332682	9.014743192	9.072553627	9.387903108	9.49226547	9.814749661	9.296168693	9.161334022
FAM131A	7.170175685	7.246049145	6.696503232	7.152530847	7.276639152	7.312025185	7.447384978	6.62602067	7.298719947	7.60831974	7.641000677	7.222594256	7.485013506
DOT1L	5.653853626	5.543814289	5.682637079	5.776166757	5.90141455	5.962681716	5.873573641	5.972768686	5.638449559	5.447370158	5.636223438	5.867550224	5.517129984
BX109079	5.353347589	5.388331644	5.336122845	5.338260857	5.01120524	5.39157814	5.169832779	5.306318098	5.359993973	5.435174696	5.54540572	5.027566669	5.398224697
PRSS37	5.439761371	5.436185334	5.402645011	5.246548458	5.460419851	5.554315026	5.509174465	5.508132924	5.462305528	5.325621345	5.431761835	5.402505818	5.365520023
PUS7	7.024872649	7.884275679	7.401307692	7.474817214	7.60301437	7.724458963	8.323314976	7.119528819	7.38833935	7.270832621	7.48912656	7.079641737	7.481390364
ARSE	5.363623043	5.562945525	5.370347392	5.341769388	5.383410747	5.123535705	5.528123663	5.506781527	5.223625403	5.402911677	5.517612769	5.465013598	5.339624865
PYCR2	8.273164714	9.279056379	8.109338488	9.423363968	8.435769114	7.81299636	8.885234361	8.233691305	8.962160417	8.836181104	8.898382901	8.090133535	9.344633717
DIAPH1	9.147370598	9.410590961	9.356469927	8.687608498	8.642788708	8.706436046	8.756422132	8.493084522	9.824895328	9.711409155	9.417913822	9.013762297	8.583631915
STAM2	6.564904058	6.420472406	6.365138189	6.495532127	6.325423769	6.452945972	6.092318217	6.707183928	6.080455113	6.128370456	5.882541744	6.729246599	6.537672594
RNF169	5.873808363	5.577018182	5.582728244	5.518018856	5.723719752	5.691085025	6.080229269	5.764522577	5.588633034	5.870522302	6.013771483	5.904335407	5.801498636
SIGLEC9	5.625442216	5.816098696	6.050367233	5.675812415	5.675223416	5.602381636	5.805036631	5.429788749	5.565003481	5.656680887	5.514031185	7.037819942	5.950573939
AF095854	5.380592239	5.235893895	5.374625441	5.228209851	5.227081962	5.460506877	5.257176393	5.348681211	5.349470669	5.253868862	5.295326109	5.241481337	5.30653401
AW561143	5.415306608	5.412085502	5.646168415	5.321651096	5.682364617	5.187673842	5.614628701	5.53091574	5.48669513	5.770959823	5.481575035	5.564841096	5.45536945
SNRPC	8.168265517	7.510602213	7.734240482	7.624581833	7.926450125	7.943350919	8.309288208	8.126385367	8.5416186	7.554840084	6.650331259	8.095496491	7.675617043
CD226	5.199608067	5.622975361	5.567035939	4.984153889	5.643850757	5.643033814	5.411249377	5.465824296	5.183108231	5.606408173	5.178684271	5.367235453	5.128376674
APH1B	7.288349873	7.703954045	7.673286389	8.079002443	7.85455751	7.461067014	6.566056054	7.809405011	5.891480782	7.448751282	6.794139583	8.209555677	8.55172601
BQ447353	5.19983982	5.455034277	5.574962082	5.446172853	5.220093537	5.213446013	5.555571439	5.474336599	5.453742211	5.716387708	5.422762735	5.674952576	5.46101369
BX091662	5.572187404	5.316214858	5.285098752	5.322518622	5.209674794	5.073579857	5.172673159	5.255634394	5.413717028	5.545493668	5.378907455	5.282427215	5.29639327
CCNE1	7.642820949	6.680569092	6.146954314	6.437712478	6.148776718	6.05816489	6.917106058	5.702630265	9.105236437	7.722976268	7.649883723	6.84016517	6.713584039
DB336236	5.136413508	5.403572421	5.142930887	5.330789262	5.250232312	5.048403861	5.166988302	5.305660891	5.293759288	5.291567696	5.242481707	5.221932131	5.198324066
AK128880	5.217603408	5.240439848	5.088017109	5.182720496	5.367147097	5.366840526	5.191653181	5.322262131	5.231789998	5.645310219	5.276197153	5.305357067	5.27264752
BM676762	5.308890435	5.413636189	5.265086195	5.329812823	5.418760949	5.018486773	5.174235211	5.31452192	5.314284193	5.285993668	5.455574382	5.145600223	5.153514155
ATP1A2	5.356866683	5.371453353	5.239125379	5.193174896	5.059469553	5.295768857	5.118907779	5.207386169	5.462166484	5.129501404	5.374750719	5.167361275	5.165438268
KBTBD13	5.167978587	5.427595601	5.054111713	5.0570267	5.30824219	5.413252415	5.407589561	5.259831243	5.250135956	5.502254956	5.304983415	5.130010354	5.533925948
