patient	MB-0395	MB-4716	MB-5408	MB-3371	MB-2953	MB-2513	MB-3706	MB-2616	MB-3363	MB-7250	MB-4836	MB-2643	MB-6346
category	diespre60	aliveafter72	aliveafter72	aliveafter72	diespre60	diespre60	diespre60	aliveafter72	diespre60	diespre60	diespre60	diespre60	aliveafter72
TCF19	5.38430775	5.675117919	5.255258167	5.712219475	5.231617388	5.31466671	5.772207756	5.300945066	6.142324345	5.407106322	5.916230646	5.514023721	5.551198195
BF510744	5.231443864	5.33439343	5.374369798	5.551199968	5.47543783	5.168576384	5.216341559	5.246210712	5.496053501	5.833950805	5.279877263	5.48069308	5.431327376
SLC22A10	5.414254216	5.187292769	5.273099264	5.390488037	5.371911139	5.051492879	5.462003726	5.469868743	5.412044127	5.298971662	5.250861493	5.538674063	5.316289226
LOC643719	5.643490524	5.440748537	5.595010616	5.332207781	5.477571528	5.423422085	5.380894703	5.538010089	5.392001655	5.587276004	5.728433056	5.238931646	5.50186873
VTI1B	6.528337019	6.539272108	6.57000016	6.93314227	7.183965455	6.800780094	7.005462109	6.853419177	7.432351629	6.414799619	6.162114265	7.529479165	6.793735698
MTMR11	6.235138632	7.668317269	7.416426097	8.669466061	8.572944613	7.50796729	8.141920316	8.63343868	8.066532686	7.041582481	8.440065904	8.544411602	8.473674801
PCIF1	6.100930731	6.36929754	6.309329869	6.216299649	5.952176349	6.286876282	6.282895615	6.297172387	6.329289541	6.256870762	6.82182283	6.522951988	6.527625432
AW515292	5.25469804	5.46003515	5.269111086	5.370899349	5.293096513	5.350506974	5.250411867	5.356473477	5.22703061	5.26091599	5.327017469	5.324553503	5.226965803
X63359	9.783580753	5.38490842	5.195288794	5.279047807	5.203470568	5.35203846	5.309844291	5.522709939	5.264068574	5.811907451	5.430197292	5.345137741	5.558609957
TEX14	5.250159726	5.656716685	5.250345507	5.351980002	5.765613139	5.393883403	5.392976492	5.175064656	5.100432312	5.267295577	6.908610522	5.411875519	5.541795417
KIAA0895	6.679509512	6.642132754	5.851918904	7.192116052	6.649730479	6.415202529	6.636543577	6.160571308	7.068213211	7.301766725	6.148405178	5.136166425	7.161124142
SLC39A3	6.798884107	6.358731277	6.332415316	7.222301617	6.158646161	6.330283045	6.105734819	6.715614245	6.481006948	6.884768688	5.64052398	6.655705698	6.390463974
AA938457	5.419088781	5.304272163	5.09975961	5.320205688	5.286352213	5.355264302	5.447484788	5.18074077	5.38674432	5.469919446	5.32167693	5.490482299	5.123571759
EIF4EBP1	6.851836316	5.510584584	6.070066516	6.035633932	6.440340043	6.421742748	7.172952786	5.862390541	6.443126145	6.527292953	5.955292102	6.102465724	6.322955563
BF342356	5.389625798	5.09526278	5.158001493	5.759109189	5.889402476	5.50775369	5.341849056	5.226449384	5.515551634	5.25917487	5.261069653	5.405641135	5.304572491
TTLL4	6.810173699	6.331710055	6.446608188	6.789488251	6.257930383	6.509074212	7.774839547	6.056567378	6.543030071	6.396150448	6.286962892	6.7759409	6.449166931
DDX46	7.184680572	7.545456198	7.334543006	7.587948954	7.280846448	7.559838664	7.468120787	7.069913696	7.153904556	6.775216491	7.308880607	7.149732471	7.411406987
CLIC4	8.714332057	8.536160085	9.436877487	9.24181524	10.10694722	9.954770319	10.28874324	10.24253645	9.042959401	8.490153065	8.359088319	10.26826006	8.866419343
PIGO	7.942614457	7.326222682	6.679668496	6.984516504	6.720114871	7.254207282	7.293209648	6.959184279	7.229855187	6.631720282	6.814650667	7.149410903	7.490105023
SF3A2	8.221057639	9.245459707	8.833454324	8.395261499	8.430647515	8.604544289	8.758916642	8.77166386	9.328939407	9.014684463	9.267625234	8.954174038	8.720729358
TM2D3	8.611408933	8.804531474	8.789288493	9.12656575	9.467878381	9.186693029	10.21576837	9.770478605	9.594480988	8.533181106	8.572178453	9.130551431	8.77284388
BX113107	5.433927165	5.444251875	5.900815672	5.349460583	5.391305122	5.44944542	5.408978902	5.54829979	5.29013212	5.558748244	5.685034076	5.541887822	5.471715149
MPZL2	8.534996459	7.768021115	8.268548386	8.078120807	8.659983951	8.573393251	9.875383289	9.37976249	10.92022786	8.254784601	8.775296295	7.741960717	8.638072536
TOP2B	8.812461116	9.983124073	9.785580869	10.00479344	10.45869536	9.280893841	9.700347967	9.750458485	10.22387915	9.417913822	9.251646643	9.553469764	9.807302784
PLA2G2D	5.365631942	5.323467312	5.463974786	5.500842527	5.389726517	5.407519591	5.511289471	5.325071358	5.318238845	5.400296293	5.054190026	5.366894436	5.325280181
DPF2	8.583135348	8.772426811	8.793429462	8.722533585	9.246462378	8.226370518	8.936070603	8.706764808	8.824547994	8.933268937	8.381221115	8.431744493	8.854024947
CYP17A1	5.300601111	5.217711355	5.461135958	5.271557313	5.566709228	5.470178071	5.492357991	5.496634731	5.25845602	5.195039571	5.501202905	5.549706942	5.294715121
TRIM63	5.480917642	5.472847514	5.374124819	5.709229925	5.545579826	5.555364804	5.410143463	5.534421565	5.532762613	5.787588263	5.463336619	5.704922531	5.259794434
BM973061	5.216477757	5.061013718	5.073528838	5.240285807	5.352262691	5.234716314	5.327661618	5.44740311	5.509597754	5.373834162	5.320718502	5.222654513	5.219962003
PRR13	11.91990259	12.05251081	11.95479203	11.8599222	11.80104997	12.00038756	11.3738048	11.36434494	12.03612869	12.1964312	11.49195892	11.7063047	12.0280663
DA091614	5.553318326	5.538991427	5.433406257	5.617526056	5.464009653	5.479694001	5.308357643	5.567839712	5.405476197	5.637193003	5.507257048	5.450980835	5.713411042
SOD2	8.728167205	7.746504409	9.942203045	7.588015337	8.766103299	8.310879627	11.14096241	8.307559181	9.537608851	9.390694393	6.692693606	9.446688734	7.644415277
C21orf123	5.301206035	5.327692403	5.160021526	5.260696062	5.155441128	5.403466044	5.237188986	5.117188045	5.410300769	5.105647854	5.253381866	5.296736033	5.109377369
BX090161	5.407629537	5.274855404	5.219613869	5.421687778	5.40174319	5.388483087	5.454107414	5.322749229	5.287523938	5.457639522	5.204826224	5.199990784	5.580512109
RAD51L3	5.998292788	6.146831857	5.946676347	6.194923647	5.736042944	5.898512148	5.910684812	5.865783341	6.468054014	6.895820166	5.583187317	5.822485298	5.983737061
HIST1H4C	12.07116235	13.52263906	12.18038251	11.71289784	12.14475799	11.53236712	11.55026743	11.86180398	8.954293346	12.24573797	13.57486889	10.3615938	12.47865803
CA446315	5.545823537	5.517536905	5.401045785	5.270642795	5.440092938	5.396884	5.425350689	5.551379555	5.14505956	5.03337899	5.738366021	5.32298038	5.615641805
DA174003	5.250658011	5.546025964	5.261907727	5.247998338	5.379585736	5.325536463	5.489413633	5.276914824	5.159382629	4.985791071	5.393776367	5.444225022	5.220233425
MED12L	5.189891219	5.158793985	5.346933517	5.243755605	5.082198927	5.288424734	5.39163701	5.2519535	5.30965176	5.47512532	5.256978604	5.42048556	5.395838087
DSCC1	6.057694791	5.750956907	5.850666139	5.80838913	6.228371092	6.371978078	6.560799656	5.937585948	6.657678301	5.955655595	6.329289541	6.123640079	5.936548486
ITGB2	10.32192208	11.541811	12.22343453	10.62647929	9.850042516	10.28683939	11.09725344	10.49315042	8.930814771	11.04531336	9.514182475	13.04232213	10.18653405
COX16	9.084707908	9.741908521	9.564082081	9.774430584	10.3044056	9.868316802	9.793220629	10.21444283	9.87214758	10.28400525	9.995444149	9.372088856	9.88398028
WBP2	12.75844951	11.96071092	11.39984088	11.56198187	10.83613051	11.31322128	12.52452322	11.18526655	11.45078852	11.2528206	11.57621082	11.38191098	11.80820722
CXCR5	5.443266108	6.596766625	7.921690404	6.765569707	5.52228377	5.768849368	5.160910352	5.676285131	5.21673893	6.338442123	6.061121703	5.556045256	5.212722175
AI240148	5.524876325	5.36273065	5.512031353	5.312335058	5.637262558	5.583118934	5.645633016	5.561388071	5.470460253	5.464713503	5.347889175	5.401131522	5.382299625
U43604	7.309563753	6.600736887	6.977285227	6.705672579	6.284938875	6.543744967	6.938135634	6.7208971	6.132664318	6.914482921	6.880749862	6.839319054	6.331073576
INO80B-WBP1	10.2632444	9.725860074	9.087854816	10.50066411	9.462428136	9.982337268	8.735764869	9.467512945	9.53245947	10.03428804	10.41747635	8.986533425	10.26911401
AB231761	5.522914971	5.378542139	5.552955935	5.380630577	5.342060445	5.40949245	5.352070726	5.383126378	5.459084426	5.530568102	5.759940598	5.405675562	5.441778279
KCNQ1	5.490272354	5.535971816	5.225088048	5.05846658	5.152649864	5.525695637	5.485579553	4.972729803	5.387108837	5.118150998	5.333782192	5.431293431	5.547311391
AW769501	5.333872652	5.684893959	5.39951612	5.568395938	5.247884294	5.672458828	5.896125826	5.460472646	5.516079657	5.793366347	5.551693177	5.537887572	5.339785483
BQ182905	5.161063122	5.658696338	5.482756446	5.497125171	5.65171075	5.50702923	5.975033776	5.528422058	5.274160751	5.122999934	5.216306722	5.566499931	5.348029828
MGC4294	5.696450331	6.399338253	5.836377295	5.871683609	6.253290819	6.084695656	5.857868624	6.061498408	5.682017657	6.106561055	5.955272286	6.244209842	5.906656344
NAPB	7.824178312	8.15455414	7.777002917	7.443024316	7.808267617	7.419590048	7.090989305	6.948878604	7.38089244	7.696685262	8.335708064	7.971961083	8.250231829
CENPN	8.122870994	6.57105805	7.004095759	6.465042597	7.434882587	7.089844795	7.850853741	6.547592579	8.136843502	7.763495543	6.734674871	7.071495701	6.761503776
ZNF581	7.701686256	9.004257696	8.720370605	8.535127685	8.864524421	8.600268189	8.589124518	8.914483772	8.647763292	9.063482434	8.957720195	8.66798917	8.495574115
BQ014073	5.890313548	5.226759649	5.448939996	5.426559555	5.655407075	5.438729589	5.749155864	5.440181619	5.388012921	5.506123779	5.522633709	5.43943908	5.393843347
SOCS7	5.549130759	5.716070301	5.277122967	5.631637477	5.75958018	5.545207987	5.806844831	5.554315026	5.627848277	6.33827785	5.526112945	5.828685428	5.587925213
AW970708	5.335183152	5.488074158	5.506682568	5.537336249	5.199387967	5.262438146	5.343326829	5.156022524	5.286302766	5.522012607	5.357167097	5.206258943	5.201554767
DEDD2	8.938660188	8.435549719	9.170333666	8.809680338	8.179076526	8.75413268	8.778651247	8.703596569	8.585758917	9.262217671	8.507864364	9.072005775	8.672517312
IL7R	7.983542113	8.969481824	9.436397739	7.118071583	8.331111293	8.686766531	8.012968681	7.768400323	5.79870877	8.317257104	6.24057488	9.2009062	6.605704518
C9orf78	9.920098864	9.665034049	9.880489532	9.281251198	9.515314479	10.38270844	9.701214869	9.858164041	9.389527825	9.989419704	9.135515203	9.593148489	9.34928702
ETNK1	6.76178685	6.779931803	6.844167193	7.356054928	6.948704395	6.937242176	7.098086437	6.683930628	6.388498691	6.23305685	6.297598279	7.43206816	6.595940604
NUP37	9.20264396	8.79431333	9.047507561	9.106689401	9.740228616	9.311930923	9.626061916	9.451491298	9.444260498	9.297022759	7.893901737	9.049296461	8.659109081
CMTM3	8.87907451	9.670890358	10.33504731	9.471318371	10.25072351	9.852095107	9.749498994	10.20377146	7.622422673	9.996000197	9.482808332	10.51947017	9.363998268
IFT20	8.571132707	8.918041406	9.911157714	8.539171219	9.223493446	9.159517984	8.827701526	9.355684632	8.535914345	9.288294414	9.007342568	8.859439169	9.167556359
LAMP2	9.722548461	8.577807885	8.943890838	9.552230658	9.210640532	8.764781932	9.117917986	9.788867157	9.511786407	8.805112455	7.208667623	9.976478054	8.297455008
BP395220	5.248031754	5.404897022	5.501895592	5.253990688	5.334679529	5.449808932	5.439271405	5.36976301	5.298391128	5.360341643	5.699563649	5.219346811	5.235918461
AI741419	5.385084206	5.324220898	5.042636542	5.259299545	5.284709506	5.326134509	5.318918786	5.267726413	5.216042659	5.217704616	5.44510917	5.318935197	5.312741005
TRIM28	7.672751318	8.28805266	8.375679632	8.29254913	8.057334869	8.085492926	7.75424231	8.100430285	9.030422029	7.703779396	8.567256417	8.085395453	8.452916918
PADI3	5.699919709	5.740961053	5.572882601	5.380380011	5.670574993	5.443140634	5.308819017	5.303316815	8.202644693	5.375806666	5.454462909	5.589571082	5.359924323
MYL3	5.433139044	5.337735808	5.397973528	5.339674081	5.436055712	5.315912169	5.338544103	5.45733198	5.351692379	5.278675798	5.586139971	5.418270679	5.133723573
AW628516	5.23794904	5.104448352	5.243135315	5.073803745	5.261122917	5.248527457	5.195751385	5.08703589	5.296225494	5.275249729	5.156678313	5.250480194	5.162108833
PLSCR1	7.910738959	6.560180763	6.821027654	6.20478717	7.316596901	6.381258233	8.048820065	7.502531909	8.954174038	6.303107143	5.09509533	7.035519766	6.344286284
AI609342	5.121838129	5.266348188	5.208443815	5.07382328	5.268415249	5.349706411	5.439676192	4.995249758	5.26671183	5.28137721	5.23711111	5.302437823	5.165867066
DNM1L	7.052782598	6.383172566	6.359996476	6.735419848	7.059393576	6.839663337	7.079918246	6.965474119	7.514790535	6.250159085	6.062490774	7.168553626	6.722251649
FAM136A	8.78252052	8.094683205	8.312744102	7.931912263	8.336578582	8.376171646	8.399411987	8.008478526	9.113882473	8.175862178	8.551693514	8.09763856	8.193266244
NUMA1	7.86148056	9.281550844	7.700096231	8.844425817	7.930047635	8.065192322	7.523659305	8.114709214	8.759840559	8.414648276	9.998092146	8.207525455	8.998418158
AA807319	5.424306628	5.384743034	5.36967982	5.358700682	5.155757474	5.295084671	5.323715205	5.190703875	5.39615561	5.149756625	5.237576205	5.141841681	5.329356922
NLRP10	5.550785829	5.686572072	5.613138173	5.632347127	5.643407232	5.836102949	5.744194613	5.609944093	5.586899365	5.415397018	5.405608645	5.660212214	5.512695222
KCNIP4	5.254444135	5.235470892	5.178648857	5.287826802	5.621572506	5.383315128	5.367477172	5.557891418	6.661603805	5.240614482	5.242764405	5.65527565	5.505967995
AW083084	5.289516113	5.405193673	5.487261094	5.338279289	5.577380731	5.407099399	5.412655395	5.515382047	5.132502451	5.365774084	5.158467138	5.524478855	5.33602309
BG207080	5.522956432	5.231257537	5.474356113	5.217955537	5.149133952	5.261912931	5.395082668	5.372466007	5.359924323	5.529121508	5.873738982	5.306293943	5.425152173
HOXD1	7.024120705	6.055429685	5.948013984	6.577918421	6.959742663	7.25839831	6.143775768	6.22625719	5.78537271	6.131408404	5.575267237	6.559208788	5.825118696
APOBEC2	5.171929537	5.430770738	5.548469201	5.025692242	5.408020935	5.29249421	5.264591716	5.359833712	5.247957484	5.413717028	5.37039355	5.160975473	5.370323242
RECQL	7.507125161	7.08127077	7.557422033	7.301202692	7.34639771	6.912504804	7.075501024	7.871406397	7.355772589	7.359763929	6.953343702	7.907187839	7.133839129
AI806308	5.101930508	5.295769338	5.257916344	5.140781867	5.442584223	5.369910568	5.254404961	5.354067012	5.26399075	5.418639261	5.166554152	5.160340666	5.391753016
IFNA2	5.213015893	5.111302262	5.354059592	5.339776516	5.228426446	5.389368899	5.256434924	5.349780774	5.303956719	5.222718965	5.299978184	5.535964563	5.611006037
HSD17B3	5.18679722	5.316683237	5.502031391	5.271139057	5.453322136	5.537986567	5.485208468	5.450804371	5.368787399	5.360617391	5.786144948	5.602876056	5.415227548
RPL14	6.135290576	6.188498305	8.87115757	6.978104493	7.538607189	6.902375955	6.342211734	9.450778719	8.730518422	7.271160753	6.013576323	8.460189305	7.984415615
CTSF	6.742483454	7.758548504	7.344054126	8.409829798	7.56298421	7.849408761	7.842273823	8.419670549	6.720177033	7.184655176	7.782905289	8.061358644	8.691490103
BI827797	5.467968455	5.488608505	5.551610393	5.393757225	5.500314706	5.470280307	5.345942333	5.49895215	5.324479099	5.223837296	5.499892979	5.306520027	5.570794076
RASL10A	6.531177264	5.840831503	5.951176617	5.778654659	6.780423923	6.814975592	6.018547344	6.477633956	5.833346134	6.654168271	6.567919669	6.443394947	6.996418017
CRIM1	7.232221489	6.253640911	6.410587192	7.379788342	6.033781385	6.061372267	6.509159871	7.556627826	5.687279323	6.130157764	5.575988681	6.565879376	5.849225109
AI968916	5.206876591	5.237820623	5.259796641	5.052437403	5.357334477	5.498290582	5.548770576	5.43784166	5.331483818	5.256978604	5.068037644	5.49297751	5.291824965
COX10	8.181349887	7.962138828	8.267692141	7.362593022	7.793932311	7.917186109	8.298129975	7.699703125	8.221192756	8.250480703	8.03614847	7.900799617	7.624486407
E2F3	8.255450029	8.652688202	8.524982174	8.176773119	8.97992641	8.437469516	9.170809061	7.728525284	8.768076394	8.457585901	8.9956579	8.267593392	8.251623644
SF3B2	8.749467753	9.811813281	9.266877592	9.515569656	9.283067667	8.861747929	9.369692431	8.944294594	9.676482523	9.947889273	9.853022727	8.993769656	9.270852301
LOC80054	6.126941843	6.384175928	6.112452062	5.814152744	6.213659899	6.54130552	6.675856995	6.223364689	5.734247077	5.748482038	6.67659912	6.293277558	6.547758336
UCKL1	8.957600305	9.624725704	8.947520561	8.788325927	9.166710123	10.22488116	9.018159459	8.36417826	8.855288174	8.739359332	10.34512536	8.888285778	9.602834286
BX099599	5.609393543	5.3556102	5.431201549	5.576126796	5.290467105	5.478143154	5.262403157	5.609942438	5.331854293	5.412812504	5.489272174	5.448019518	5.126426338
BG183320	5.100017708	5.026795828	5.1157007	5.305356957	5.120559246	5.272200968	5.299508664	4.97853962	5.023610949	5.412089081	5.2436967	5.094973385	5.042900148
BI464833	5.148906516	5.190717109	5.217943586	5.24613372	5.015201819	5.198063548	5.148976	5.075499991	5.076740955	5.194799626	5.050580386	5.497134661	5.4011519
TUT1	6.972289372	7.552036885	7.279742136	7.138922004	7.177976622	7.447855053	7.154152955	6.679948383	7.374732864	6.983625936	7.854856644	7.208233642	7.411576349
C16orf74	5.606975408	6.046077578	5.883949932	6.19295073	5.894508925	5.86501658	6.192440386	5.349081854	6.054101109	5.524678191	5.341152109	5.463048343	5.521848348
H2AFY	8.378304222	8.228261897	8.57547893	8.182772217	7.614590175	7.730138031	7.513862747	8.426269131	8.361665795	7.147714624	8.097044899	10.03999415	7.927405729
FRMD7	5.590074143	5.282134677	5.357793926	5.293287439	5.527510272	5.476276376	5.456260263	5.259329001	5.126796149	5.522559372	5.540092577	5.550738471	5.266220558
ERAP1	6.133634455	6.130439925	5.73406107	5.907343577	5.689212519	5.853344096	5.774835546	5.778313741	5.897462789	5.681979602	5.780792583	6.389379449	5.746420608
DMPK	5.710808244	6.248495995	6.005030341	6.268656923	6.184900287	5.944403179	5.667993054	5.694924807	6.068366655	5.786804813	6.146117948	6.096027446	5.99422676
SLC4A5	5.247206789	5.23906182	5.283920075	5.471076764	5.131078637	5.391955079	5.512695663	5.102240552	5.518043393	5.49774113	5.269694827	5.384093897	5.654820042
MYST3	8.755708169	9.402525397	9.256878917	8.970198956	8.536939199	8.452175834	9.217021853	9.024237805	7.758969247	8.74336346	9.62061462	8.920049938	9.123562337
PLEKHA8P1	7.482921886	7.101909828	7.006107973	6.515692239	7.271809793	7.142848049	6.99708483	6.834622307	7.13591163	7.217304692	7.017225848	6.900617883	7.018852748
CD656962	5.133185804	5.33981909	5.19966313	5.100374401	5.260746686	5.129388836	5.26317259	5.2819915	5.473565628	5.444327009	5.249822419	5.389725113	5.196546836
OR52A4	5.459223126	5.469429004	5.232586606	5.490322002	5.399107784	5.426503999	5.274574021	5.149362625	5.387738894	5.527459489	5.5140961	5.288061965	5.257859572
BM724647	5.53305855	5.502353731	5.545018607	5.639271633	5.529251123	5.337129702	5.520607845	5.253610631	5.367169694	5.809540353	5.54810249	5.524804637	5.346179665
ZNF12	6.427935789	6.705774601	6.12225645	6.812565344	6.202110354	6.497390677	6.22348706	6.573565394	6.200687278	5.95469157	6.06361747	5.812518658	6.249855843
PPP4R1L	5.418753596	5.397140222	5.444233081	5.174498021	5.186673585	5.476509381	5.187384488	5.468557375	5.196219612	5.518374325	5.420353386	5.301934347	5.407774104
TMEM177	7.496038426	7.543817369	6.775368946	7.187048322	7.698874012	7.3803951	7.433966849	7.459665935	7.629803601	7.72536298	6.966482024	6.680489176	7.548373574
PTPN9	6.156131689	6.208416959	6.345956363	6.248042085	6.4159255	6.127407833	6.618120244	6.141771189	6.488461018	6.434796464	6.577409479	6.431952083	6.420242161
SUCLA2	7.281140833	6.886985607	7.309331743	7.938907203	8.038630557	7.754919745	7.521746256	8.196904548	8.054436275	7.142900943	6.258465743	7.674183128	6.83689394
EIF1AX	8.018821759	7.674834978	7.143191641	8.847666899	8.891150696	8.528597264	8.601665999	9.302455965	8.831472921	8.001838202	7.298913304	7.974319801	7.842655603
AI956044	5.209818971	5.270012949	5.477005585	5.454926222	5.222360142	5.240841348	5.277800013	5.295850814	5.457453262	5.516080525	5.173100462	5.30827943	5.367955541
BG221697	5.323008911	5.323289881	5.328921795	5.34127514	5.555378757	5.536271321	5.442255806	5.445820685	5.534318969	5.580317996	5.294568831	5.546904073	5.59079784
KIR3DP1	5.42171687	5.637017126	5.485725634	5.477508982	5.503712621	5.42057171	5.376110681	5.590996967	5.688457098	5.677177258	5.349284244	5.615138516	5.531077693
HIP1R	8.64050247	8.105352611	8.523231731	7.993931988	7.488500389	8.661695996	7.655772338	7.659162198	8.02057145	8.573571049	8.045019301	7.007562869	8.411928298
ALOX5AP	9.379846123	10.16649427	10.81739047	10.81607505	10.70452659	10.64528108	11.18856906	11.13787592	7.999512713	10.20615123	6.686198258	9.829753344	8.979374576
BX102470	5.294639226	5.388193782	5.133280343	5.427654798	5.264059231	5.530021734	5.307033344	5.312400073	5.155117	5.241442693	5.307371149	5.192900581	5.480997643
SDHAF1	7.149351485	8.057992611	7.854345333	8.083895262	8.076485738	8.339269858	8.342447662	8.330401722	8.085647959	7.850540293	7.715029099	7.841676	8.073186955
SNX8	8.061726911	7.728026307	7.690881799	7.402959849	7.699787019	7.553182698	7.872452819	7.007698362	6.685109031	8.31386395	7.79315526	8.201476224	7.774598607
DAB2	8.752473872	10.43734213	10.58539353	8.811960404	9.958483719	10.28068088	9.143627445	9.603425737	7.935975646	9.593148489	11.2528206	9.786938168	10.3677601
CARD17	5.52414037	5.414444052	5.437028397	5.22149198	5.513108095	5.338180156	5.465913103	5.383408269	5.438894227	5.34183982	5.331926714	5.414259039	5.326298155
AI870242	5.549966805	5.403071358	5.273614854	5.400313046	5.449547388	5.43262363	5.302413866	5.27243489	5.332781227	5.429745085	5.264567057	5.512409843	5.530398843
TRIM38	7.236645044	7.915396619	7.389504341	6.58643675	6.734557387	6.665243244	6.448291911	6.349374469	7.461742101	6.735060928	7.840134851	6.930947968	6.861154607
P2RY11	6.500616354	6.837134856	7.194344426	6.536088057	6.687782988	6.653398926	6.73715835	6.113409138	6.810936905	6.51330704	6.948194731	7.810089342	6.895820166
NMT2	6.113298227	7.483101329	7.784258863	6.861796949	7.098679589	7.140421699	8.547744108	7.800297007	5.922429912	6.958922146	7.553421344	7.291640692	6.70250725
C2orf76	6.440375405	6.975663398	6.912893507	7.931773835	7.545558849	7.512649084	7.483002818	8.03035721	6.494004948	6.840465854	6.783793382	6.86880857	6.517303065
SMAP2	6.974469449	7.429744453	8.36076163	7.131956994	6.576464743	6.856482242	7.00591815	6.528886777	6.824548161	7.310953248	7.369518423	8.536762202	8.172734729
EDNRA	6.78893998	8.008113751	7.263277485	7.189761597	8.08546234	7.477999457	7.573097695	8.074019383	6.724472626	8.0056959	8.551398361	7.432522652	7.510924963
CAMTA1	5.527170341	6.557365886	6.090746098	7.513125766	6.230645229	6.540644147	6.011213364	6.326240691	7.110213385	7.145236831	5.750896085	5.794081354	7.21243883
CLIC6	6.0440671	6.781193146	7.761005238	12.26167996	9.465259832	9.787657549	6.534687324	11.19744801	5.945648953	7.280925917	7.473603733	7.423822512	11.98632586
LOC100653515	5.429156297	5.532531039	5.225905789	5.366484369	5.388572958	5.502119552	5.344617089	5.365805172	5.34873778	5.447458235	5.628169684	5.331197985	5.317153312
AF116698	5.302208082	5.326320034	5.144810398	5.229826009	5.075992847	5.469685387	5.539279995	5.125776321	5.295332409	5.431456481	5.463057385	5.213251746	5.487585598
RASAL1	7.418443257	5.55131258	5.610879221	5.43221731	5.936849662	6.635522134	5.735179528	5.727532731	6.0847793	5.941373404	5.530059414	5.693339154	6.903231931
CDK19	7.184126512	8.995792995	8.871081645	7.653830539	8.604182702	8.335208363	8.891822111	8.662351015	8.873852163	8.680809165	9.273088963	8.878890353	8.801702417
AK094462	5.485252125	5.530211377	5.380068789	5.577876864	5.521390674	5.674606723	6.092515875	5.547788882	5.561210691	5.35296207	5.483773835	5.476830518	5.622719368
AW294430	5.615989042	5.432616021	5.402543889	5.170751731	5.503131583	5.482566084	5.272383072	5.205393004	5.435373377	5.344965164	5.61821617	5.4492938	5.530995951
POM121	5.492959253	5.429194785	5.705385963	5.52372868	5.474447496	5.484308956	5.394034583	5.328464261	5.454931221	5.498705349	5.539819603	5.438986283	5.464223822
AI613305	5.291680725	5.295112231	5.27129564	5.300237495	5.275087138	5.433158698	5.379227043	5.63499396	5.455268864	5.440230377	5.138177944	5.297245395	5.36067625
LOC100507266	5.454036044	5.658728356	5.723969624	5.529653212	5.523813849	5.67481319	5.515533117	5.598806061	5.777587913	5.53159841	5.574741422	5.398356383	5.540407728
BM716088	5.378015155	5.40020227	5.369190828	5.511064316	5.567794887	5.792379551	5.817649393	5.51611102	5.460801707	5.212440414	5.437331341	5.624969166	5.43726501
KCNH5	5.171463774	5.316038591	5.457878349	5.490052466	5.314714862	5.287514088	5.072648667	5.186240414	5.369779174	5.30702294	5.237642267	5.207380936	5.137919614
TCRBV4S1A1T	6.137120792	6.042682425	6.972246327	5.655610766	5.691183116	5.791881182	5.554642874	6.492670034	5.551612742	6.1476711	5.36271644	5.822811944	5.50731637
CCDC142	5.0963905	5.502002978	5.53072444	5.67770964	5.298193493	5.546418229	5.449130537	5.25290511	5.461891624	5.433448127	5.369366682	5.397010283	5.412481239
PLEKHA1	8.729062659	9.809923999	8.807576166	7.876273445	7.941293757	8.812903215	8.177133261	7.809049938	10.01411703	7.825634318	9.578461322	7.856005853	9.747186776
SLC2A9	6.06150094	5.895648224	6.572682063	6.124300445	6.021810542	6.445133088	6.483287365	6.458705111	5.688257726	6.24393549	5.930634868	7.366041843	6.545386032
OLAH	5.577121858	5.397168615	5.48413844	5.532068746	5.260696655	5.562328005	5.860443642	5.676367012	5.574411606	5.549831547	5.533244826	5.460006895	5.240027137
DDX10	7.303313327	7.691769735	7.569356545	7.716398007	7.977354941	7.506920012	7.749130159	7.960451429	7.934861189	7.790009393	7.083824847	7.526357186	7.649915466
PRKCI	5.934142846	6.038830254	5.990406215	6.629536179	6.781950781	6.610732186	6.918966991	6.31344256	6.77274147	5.827605847	5.908958578	6.318692306	6.614567311
ERAS	5.231815879	5.618910836	5.21270087	5.276462165	5.417790366	5.231953082	5.417973506	5.170756923	5.293053532	5.292583858	5.496255905	5.347869245	5.28148569
DCDC1	5.123021431	5.328446008	5.401523948	5.317463908	5.43505643	5.362714997	5.174574427	5.307152211	5.586467342	5.394173778	5.247786689	5.517376272	5.261325417
CAP2	7.527688049	8.728061479	6.64040155	9.235088932	9.41337193	7.998537389	8.99871698	8.222441077	8.082201646	6.545044056	6.636901357	5.953498165	7.422915405
CYR61	8.790972389	7.886502839	7.740095015	7.290112807	8.496102748	8.795586521	8.798953499	8.902292684	7.970101686	8.482324234	8.707107564	9.680308695	7.218498486
NCKAP1	6.934674232	6.161870299	6.187639919	7.272344111	5.572012341	5.391878072	6.077078856	7.045176658	7.222437763	5.694842198	5.467964246	6.167588274	5.907240814
VCY	5.346122806	5.134421369	5.455970036	5.343015544	5.352626636	5.246617198	5.353948329	5.388684017	5.439202039	5.686343518	5.113063099	5.372275565	5.308434036
NEU2	5.391167009	5.204567756	5.34213846	5.36395523	5.134334024	5.388700068	5.280817337	5.301252955	5.324863524	5.397700564	5.326336226	5.235498779	5.521005391
ACO2	8.001864005	7.338447616	7.823781779	7.438396828	6.532147419	7.255678889	8.392340447	7.360078039	8.260884031	7.599088886	6.305492031	8.151867102	6.875578139
